snapshot_date,product_id,warehouse_id,stock_on_hand,safety_stock_level,reorder_point,annual_holding_rate
2025-01-06,SKU-1053,WH-01,417,80,176,0.2
2025-01-06,SKU-1054,WH-01,110,30,58,0.2
2025-01-06,SKU-1055,WH-01,131,30,54,0.2
2025-01-06,SKU-1056,WH-01,274,80,170,0.2
2025-01-06,SKU-1057,WH-01,428,80,188,0.2
2025-01-06,SKU-1058,WH-01,113,30,69,0.2
2025-01-06,SKU-1059,WH-01,467,120,283,0.2
2025-01-06,SKU-1000,WH-02,49,80,174,0.2
2025-01-06,SKU-1001,WH-02,114,30,70,0.2
2025-01-06,SKU-1002,WH-02,598,120,257,0.2
2025-01-06,SKU-1003,WH-02,317,120,266,0.2
2025-01-06,SKU-1004,WH-02,111,30,70,0.2
2025-01-06,SKU-1005,WH-02,334,120,268,0.2
2025-01-06,SKU-1006,WH-02,13,30,58,0.2
2025-01-06,SKU-1007,WH-02,24,120,236,0.2
2025-01-06,SKU-1008,WH-02,401,80,183,0.2
2025-01-06,SKU-1009,WH-02,69,80,179,0.2
2025-01-06,SKU-1010,WH-02,118,30,63,0.2
2025-01-06,SKU-1011,WH-02,24,50,105,0.2
2025-01-06,SKU-1012,WH-02,277,120,246,0.2
2025-01-06,SKU-1013,WH-02,126,50,106,0.2
2025-01-06,SKU-1014,WH-02,161,50,114,0.2
2025-01-06,SKU-1015,WH-02,360,80,177,0.2
2025-01-06,SKU-1016,WH-02,112,30,69,0.2
2025-01-06,SKU-1017,WH-02,238,80,148,0.2
2025-01-06,SKU-1018,WH-02,345,80,187,0.2
2025-01-06,SKU-1019,WH-02,235,80,162,0.2
2025-01-06,SKU-1020,WH-02,419,120,223,0.2
2025-01-06,SKU-1021,WH-02,200,50,97,0.2
2025-01-06,SKU-1022,WH-02,182,50,110,0.2
2025-01-06,SKU-1023,WH-02,346,80,155,0.2
2025-01-06,SKU-1024,WH-02,388,80,180,0.2
2025-01-06,SKU-1025,WH-02,115,30,65,0.2
2025-01-06,SKU-1026,WH-02,434,120,239,0.2
2025-01-06,SKU-1027,WH-02,93,30,71,0.2
2025-01-06,SKU-1028,WH-02,111,50,104,0.2
2025-01-06,SKU-1029,WH-02,162,30,65,0.2
2025-01-06,SKU-1030,WH-02,389,80,162,0.2
2025-01-06,SKU-1031,WH-02,151,50,105,0.2
2025-01-06,SKU-1032,WH-02,159,80,150,0.2
2025-01-06,SKU-1033,WH-02,159,30,64,0.2
2025-01-06,SKU-1034,WH-02,151,50,103,0.2
2025-01-06,SKU-1035,WH-02,234,80,171,0.2
2025-01-06,SKU-1036,WH-02,132,30,54,0.2
2025-01-06,SKU-1037,WH-02,346,120,261,0.2
2025-01-06,SKU-1038,WH-02,69,30,58,0.2
2025-01-06,SKU-1039,WH-02,132,50,117,0.2
2025-01-06,SKU-1040,WH-02,66,30,56,0.2
2025-01-06,SKU-1041,WH-02,380,80,174,0.2
2025-01-06,SKU-1042,WH-02,256,80,166,0.2
2025-01-06,SKU-1043,WH-02,144,30,58,0.2
2025-01-06,SKU-1044,WH-02,191,50,93,0.2
2025-01-06,SKU-1045,WH-02,399,120,279,0.2
2025-01-06,SKU-1046,WH-02,121,50,93,0.2
2025-01-06,SKU-1047,WH-02,187,80,184,0.2
2025-01-06,SKU-1048,WH-02,223,80,161,0.2
2025-01-06,SKU-1049,WH-02,396,120,247,0.2
2025-01-06,SKU-1050,WH-02,19,80,163,0.2
2025-01-06,SKU-1051,WH-02,101,30,65,0.2
2025-01-06,SKU-1052,WH-02,2,30,58,0.2
2025-01-06,SKU-1053,WH-02,81,30,63,0.2
2025-01-06,SKU-1054,WH-02,366,80,156,0.2
2025-01-06,SKU-1055,WH-02,109,50,100,0.2
2025-01-06,SKU-1056,WH-02,169,50,116,0.2
2025-01-06,SKU-1057,WH-02,497,120,265,0.2
2025-01-06,SKU-1058,WH-02,503,120,256,0.2
2025-01-06,SKU-1059,WH-02,29,30,54,0.2
2025-01-06,SKU-1000,WH-03,224,80,152,0.2
2025-01-06,SKU-1001,WH-03,163,50,119,0.2
2025-01-06,SKU-1002,WH-03,449,120,263,0.2
2025-01-06,SKU-1003,WH-03,121,30,66,0.2
2025-01-06,SKU-1004,WH-03,98,30,63,0.2
2025-01-06,SKU-1005,WH-03,69,30,69,0.2
2025-01-06,SKU-1006,WH-03,107,50,96,0.2
2025-01-06,SKU-1007,WH-03,224,50,108,0.2
2025-01-06,SKU-1008,WH-03,298,80,160,0.2
2025-01-06,SKU-1009,WH-03,330,120,240,0.2
2025-01-06,SKU-1010,WH-03,0,50,116,0.2
2025-01-06,SKU-1011,WH-03,216,50,115,0.2
2025-01-06,SKU-1012,WH-03,79,80,170,0.2
2025-01-06,SKU-1013,WH-03,0,50,97,0.2
2025-01-06,SKU-1014,WH-03,235,50,101,0.2
2025-01-06,SKU-1015,WH-03,225,50,102,0.2
2025-01-06,SKU-1016,WH-03,26,120,276,0.2
2025-01-06,SKU-1017,WH-03,211,50,111,0.2
2025-01-06,SKU-1018,WH-03,180,80,146,0.2
2025-01-06,SKU-1019,WH-03,291,120,280,0.2
2025-01-06,SKU-1020,WH-03,227,50,117,0.2
2025-01-06,SKU-1021,WH-03,121,30,63,0.2
2025-01-06,SKU-1022,WH-03,198,80,149,0.2
2025-01-06,SKU-1023,WH-03,210,50,104,0.2
2025-01-06,SKU-1024,WH-03,193,50,113,0.2
2025-01-06,SKU-1025,WH-03,73,30,58,0.2
2025-01-06,SKU-1026,WH-03,114,30,70,0.2
2025-01-06,SKU-1027,WH-03,204,80,159,0.2
2025-01-06,SKU-1028,WH-03,0,50,113,0.2
2025-01-06,SKU-1029,WH-03,535,120,265,0.2
2025-01-06,SKU-1030,WH-03,328,80,173,0.2
2025-01-06,SKU-1031,WH-03,134,50,114,0.2
2025-01-06,SKU-1032,WH-03,14,30,68,0.2
2025-01-06,SKU-1033,WH-03,153,50,109,0.2
2025-01-06,SKU-1034,WH-03,0,50,112,0.2
2025-01-06,SKU-1035,WH-03,243,120,235,0.2
2025-01-06,SKU-1036,WH-03,463,80,188,0.2
2025-01-06,SKU-1037,WH-03,292,80,151,0.2
2025-01-06,SKU-1038,WH-03,112,30,66,0.2
2025-01-06,SKU-1039,WH-03,45,50,115,0.2
2025-01-06,SKU-1040,WH-03,492,120,249,0.2
2025-01-06,SKU-1041,WH-03,662,120,285,0.2
2025-01-06,SKU-1042,WH-03,87,30,60,0.2
2025-01-06,SKU-1043,WH-03,165,50,114,0.2
2025-01-06,SKU-1044,WH-03,101,30,67,0.2
2025-01-06,SKU-1045,WH-03,392,80,169,0.2
2025-01-06,SKU-1046,WH-03,225,120,223,0.2
2025-01-06,SKU-1047,WH-03,506,120,275,0.2
2025-01-06,SKU-1048,WH-03,85,30,54,0.2
2025-01-06,SKU-1049,WH-03,348,120,228,0.2
2025-01-06,SKU-1050,WH-03,15,80,170,0.2
2025-01-06,SKU-1051,WH-03,129,50,99,0.2
2025-01-06,SKU-1052,WH-03,536,120,232,0.2
2025-01-06,SKU-1053,WH-03,255,50,105,0.2
2025-01-06,SKU-1054,WH-03,93,30,55,0.2
2025-01-06,SKU-1055,WH-03,255,80,172,0.2
2025-01-06,SKU-1056,WH-03,270,80,179,0.2
2025-01-06,SKU-1057,WH-03,201,80,153,0.2
2025-01-06,SKU-1058,WH-03,387,120,259,0.2
2025-01-06,SKU-1059,WH-03,201,80,162,0.2
2025-01-06,SKU-1000,WH-04,69,30,56,0.2
2025-01-06,SKU-1001,WH-04,222,50,111,0.2
2025-01-06,SKU-1002,WH-04,0,30,61,0.2
2025-01-06,SKU-1003,WH-04,411,80,166,0.2
2025-01-06,SKU-1004,WH-04,278,120,230,0.2
2025-01-06,SKU-1005,WH-04,88,120,265,0.2
2025-01-06,SKU-1006,WH-04,395,120,270,0.2
2025-01-06,SKU-1007,WH-04,78,30,66,0.2
2025-01-06,SKU-1008,WH-04,140,30,60,0.2
2025-01-06,SKU-1009,WH-04,227,80,173,0.2
2025-01-06,SKU-1010,WH-04,248,80,157,0.2
2025-01-06,SKU-1011,WH-04,75,30,62,0.2
2025-01-06,SKU-1012,WH-04,220,80,180,0.2
2025-01-06,SKU-1013,WH-04,62,80,168,0.2
2025-01-06,SKU-1014,WH-04,361,120,280,0.2
2025-01-06,SKU-1015,WH-04,337,80,188,0.2
2025-01-06,SKU-1016,WH-04,186,80,152,0.2
2025-01-06,SKU-1017,WH-04,368,120,260,0.2
2025-01-06,SKU-1018,WH-04,327,120,256,0.2
2025-01-06,SKU-1019,WH-04,67,30,63,0.2
2025-01-06,SKU-1020,WH-04,284,80,180,0.2
2025-01-06,SKU-1021,WH-04,156,50,101,0.2
2025-01-06,SKU-1022,WH-04,504,120,267,0.2
2025-01-06,SKU-1023,WH-04,550,120,226,0.2
2025-01-06,SKU-1024,WH-04,89,30,62,0.2
2025-01-06,SKU-1025,WH-04,120,30,66,0.2
2025-01-06,SKU-1026,WH-04,450,80,189,0.2
2025-01-06,SKU-1027,WH-04,357,80,154,0.2
2025-01-06,SKU-1028,WH-04,73,30,62,0.2
2025-01-06,SKU-1029,WH-04,35,50,95,0.2
2025-01-06,SKU-1030,WH-04,181,50,100,0.2
2025-01-06,SKU-1031,WH-04,113,30,57,0.2
2025-01-06,SKU-1032,WH-04,66,30,54,0.2
2025-01-06,SKU-1033,WH-04,0,30,67,0.2
2025-01-06,SKU-1034,WH-04,7,120,224,0.2
2025-01-06,SKU-1035,WH-04,457,120,230,0.2
2025-01-06,SKU-1036,WH-04,220,80,144,0.2
2025-01-06,SKU-1037,WH-04,305,80,181,0.2
2025-01-06,SKU-1038,WH-04,235,50,103,0.2
2025-01-06,SKU-1039,WH-04,415,80,187,0.2
2025-01-06,SKU-1040,WH-04,430,120,255,0.2
2025-01-06,SKU-1041,WH-04,9,30,59,0.2
2025-01-06,SKU-1042,WH-04,205,50,118,0.2
2025-01-06,SKU-1043,WH-04,143,50,96,0.2
2025-01-06,SKU-1044,WH-04,0,50,96,0.2
2025-01-06,SKU-1045,WH-04,460,120,269,0.2
2025-01-06,SKU-1046,WH-04,248,80,163,0.2
2025-01-06,SKU-1047,WH-04,174,30,70,0.2
2025-01-06,SKU-1048,WH-04,135,50,119,0.2
2025-01-06,SKU-1049,WH-04,104,30,69,0.2
2025-01-06,SKU-1050,WH-04,140,30,64,0.2
2025-01-06,SKU-1051,WH-04,101,30,62,0.2
2025-01-06,SKU-1052,WH-04,485,120,220,0.2
2025-01-06,SKU-1053,WH-04,513,120,242,0.2
2025-01-06,SKU-1054,WH-04,282,50,114,0.2
2025-01-06,SKU-1055,WH-04,76,80,179,0.2
2025-01-06,SKU-1056,WH-04,249,80,168,0.2
2025-01-06,SKU-1057,WH-04,211,50,94,0.2
2025-01-06,SKU-1058,WH-04,235,80,174,0.2
2025-01-06,SKU-1059,WH-04,240,80,150,0.2
2025-01-13,SKU-1000,WH-01,513,120,236,0.2
2025-01-13,SKU-1001,WH-01,16,30,58,0.2
2025-01-13,SKU-1002,WH-01,544,120,227,0.2
2025-01-13,SKU-1003,WH-01,161,30,65,0.2
2025-01-13,SKU-1004,WH-01,65,80,164,0.2
2025-01-13,SKU-1005,WH-01,386,80,191,0.2
2025-01-13,SKU-1006,WH-01,196,80,149,0.2
2025-01-13,SKU-1007,WH-01,28,120,237,0.2
2025-01-13,SKU-1008,WH-01,71,120,241,0.2
2025-01-13,SKU-1009,WH-01,363,120,230,0.2
2025-01-13,SKU-1010,WH-01,439,120,239,0.2
2025-01-13,SKU-1011,WH-01,344,80,167,0.2
2025-01-13,SKU-1012,WH-01,344,80,188,0.2
2025-01-13,SKU-1013,WH-01,186,50,97,0.2
2025-01-13,SKU-1014,WH-01,78,30,54,0.2
2025-01-13,SKU-1015,WH-01,573,120,230,0.2
2025-01-13,SKU-1016,WH-01,114,120,219,0.2
2025-01-13,SKU-1017,WH-01,162,50,93,0.2
2025-01-13,SKU-1018,WH-01,0,30,62,0.2
2025-01-13,SKU-1019,WH-01,394,120,247,0.2
2025-01-13,SKU-1020,WH-01,119,30,57,0.2
2025-01-13,SKU-1021,WH-01,234,50,97,0.2
2025-01-13,SKU-1022,WH-01,126,30,58,0.2
2025-01-13,SKU-1023,WH-01,362,80,148,0.2
2025-01-13,SKU-1024,WH-01,187,80,152,0.2
2025-01-13,SKU-1025,WH-01,144,50,91,0.2
2025-01-13,SKU-1026,WH-01,377,120,222,0.2
2025-01-13,SKU-1027,WH-01,222,50,111,0.2
2025-01-13,SKU-1028,WH-01,419,80,186,0.2
2025-01-13,SKU-1029,WH-01,7,30,70,0.2
2025-01-13,SKU-1030,WH-01,1,80,172,0.2
2025-01-13,SKU-1031,WH-01,312,80,161,0.2
2025-01-13,SKU-1032,WH-01,252,50,108,0.2
2025-01-13,SKU-1033,WH-01,97,30,71,0.2
2025-01-13,SKU-1034,WH-01,33,120,223,0.2
2025-01-13,SKU-1035,WH-01,114,30,62,0.2
2025-01-13,SKU-1036,WH-01,107,30,62,0.2
2025-01-13,SKU-1037,WH-01,0,50,111,0.2
2025-01-13,SKU-1038,WH-01,38,120,220,0.2
2025-01-13,SKU-1039,WH-01,135,50,108,0.2
2025-01-13,SKU-1040,WH-01,86,30,54,0.2
2025-01-13,SKU-1041,WH-01,427,120,271,0.2
2025-01-13,SKU-1042,WH-01,374,80,184,0.2
2025-01-13,SKU-1043,WH-01,112,30,54,0.2
2025-01-13,SKU-1044,WH-01,103,30,70,0.2
2025-01-13,SKU-1045,WH-01,147,50,97,0.2
2025-01-13,SKU-1046,WH-01,82,30,63,0.2
2025-01-13,SKU-1047,WH-01,19,30,68,0.2
2025-01-13,SKU-1048,WH-01,6,30,70,0.2
2025-01-13,SKU-1049,WH-01,83,120,220,0.2
2025-01-13,SKU-1050,WH-01,68,30,60,0.2
2025-01-13,SKU-1051,WH-01,0,80,168,0.2
2025-01-13,SKU-1052,WH-01,122,50,111,0.2
2025-01-13,SKU-1053,WH-01,147,30,71,0.2
2025-01-13,SKU-1054,WH-01,266,120,233,0.2
2025-01-13,SKU-1055,WH-01,365,120,237,0.2
2025-01-13,SKU-1056,WH-01,0,50,95,0.2
2025-01-13,SKU-1057,WH-01,285,120,217,0.2
2025-01-13,SKU-1058,WH-01,87,30,55,0.2
2025-01-13,SKU-1059,WH-01,8,30,68,0.2
2025-01-13,SKU-1000,WH-02,581,120,256,0.2
2025-01-13,SKU-1001,WH-02,304,80,182,0.2
2025-01-13,SKU-1002,WH-02,231,80,178,0.2
2025-01-13,SKU-1003,WH-02,190,50,100,0.2
2025-01-13,SKU-1004,WH-02,143,50,119,0.2
2025-01-13,SKU-1005,WH-02,40,120,243,0.2
2025-01-13,SKU-1006,WH-02,147,50,107,0.2
2025-01-13,SKU-1007,WH-02,65,120,285,0.2
2025-01-13,SKU-1008,WH-02,372,120,253,0.2
2025-01-13,SKU-1009,WH-02,149,50,108,0.2
2025-01-13,SKU-1010,WH-02,137,30,60,0.2
2025-01-13,SKU-1011,WH-02,464,120,269,0.2
2025-01-13,SKU-1012,WH-02,256,80,172,0.2
2025-01-13,SKU-1013,WH-02,111,120,279,0.2
2025-01-13,SKU-1014,WH-02,559,120,261,0.2
2025-01-13,SKU-1015,WH-02,79,80,151,0.2
2025-01-13,SKU-1016,WH-02,400,120,282,0.2
2025-01-13,SKU-1017,WH-02,5,50,96,0.2
2025-01-13,SKU-1018,WH-02,5,120,235,0.2
2025-01-13,SKU-1019,WH-02,104,50,92,0.2
2025-01-13,SKU-1020,WH-02,202,50,110,0.2
2025-01-13,SKU-1021,WH-02,231,120,225,0.2
2025-01-13,SKU-1022,WH-02,242,50,105,0.2
2025-01-13,SKU-1023,WH-02,29,30,59,0.2
2025-01-13,SKU-1024,WH-02,2,80,147,0.2
2025-01-13,SKU-1025,WH-02,112,30,63,0.2
2025-01-13,SKU-1026,WH-02,296,120,275,0.2
2025-01-13,SKU-1027,WH-02,92,30,57,0.2
2025-01-13,SKU-1028,WH-02,119,50,94,0.2
2025-01-13,SKU-1029,WH-02,117,30,71,0.2
2025-01-13,SKU-1030,WH-02,18,50,110,0.2
2025-01-13,SKU-1031,WH-02,8,120,275,0.2
2025-01-13,SKU-1032,WH-02,0,80,157,0.2
2025-01-13,SKU-1033,WH-02,81,30,57,0.2
2025-01-13,SKU-1034,WH-02,217,80,182,0.2
2025-01-13,SKU-1035,WH-02,244,80,190,0.2
2025-01-13,SKU-1036,WH-02,446,120,254,0.2
2025-01-13,SKU-1037,WH-02,228,50,99,0.2
2025-01-13,SKU-1038,WH-02,288,120,268,0.2
2025-01-13,SKU-1039,WH-02,139,30,64,0.2
2025-01-13,SKU-1040,WH-02,52,120,229,0.2
2025-01-13,SKU-1041,WH-02,451,80,183,0.2
2025-01-13,SKU-1042,WH-02,180,80,147,0.2
2025-01-13,SKU-1043,WH-02,87,30,58,0.2
2025-01-13,SKU-1044,WH-02,464,120,246,0.2
2025-01-13,SKU-1045,WH-02,406,120,241,0.2
2025-01-13,SKU-1046,WH-02,17,80,183,0.2
2025-01-13,SKU-1047,WH-02,212,50,110,0.2
2025-01-13,SKU-1048,WH-02,150,50,115,0.2
2025-01-13,SKU-1049,WH-02,258,120,224,0.2
2025-01-13,SKU-1050,WH-02,287,80,189,0.2
2025-01-13,SKU-1051,WH-02,352,80,189,0.2
2025-01-13,SKU-1052,WH-02,138,30,60,0.2
2025-01-13,SKU-1053,WH-02,259,80,162,0.2
2025-01-13,SKU-1054,WH-02,140,50,107,0.2
2025-01-13,SKU-1055,WH-02,175,50,104,0.2
2025-01-13,SKU-1056,WH-02,131,30,54,0.2
2025-01-13,SKU-1057,WH-02,0,80,159,0.2
2025-01-13,SKU-1058,WH-02,70,120,263,0.2
2025-01-13,SKU-1059,WH-02,75,30,67,0.2
2025-01-13,SKU-1000,WH-03,345,80,148,0.2
2025-01-13,SKU-1001,WH-03,548,120,220,0.2
2025-01-13,SKU-1002,WH-03,40,120,217,0.2
2025-01-13,SKU-1003,WH-03,151,30,69,0.2
2025-01-13,SKU-1004,WH-03,88,30,57,0.2
2025-01-13,SKU-1005,WH-03,318,120,285,0.2
2025-01-13,SKU-1006,WH-03,355,80,180,0.2
2025-01-13,SKU-1007,WH-03,37,50,95,0.2
2025-01-13,SKU-1008,WH-03,266,80,185,0.2
2025-01-13,SKU-1009,WH-03,287,120,231,0.2
2025-01-13,SKU-1010,WH-03,133,50,92,0.2
2025-01-13,SKU-1011,WH-03,228,50,92,0.2
2025-01-13,SKU-1012,WH-03,351,80,176,0.2
2025-01-13,SKU-1013,WH-03,277,80,177,0.2
2025-01-13,SKU-1014,WH-03,708,120,285,0.2
2025-01-13,SKU-1015,WH-03,1,80,162,0.2
2025-01-13,SKU-1016,WH-03,202,50,110,0.2
2025-01-13,SKU-1017,WH-03,22,30,58,0.2
2025-01-13,SKU-1018,WH-03,67,120,269,0.2
2025-01-13,SKU-1019,WH-03,0,120,281,0.2
2025-01-13,SKU-1020,WH-03,285,120,217,0.2
2025-01-13,SKU-1021,WH-03,381,80,153,0.2
2025-01-13,SKU-1022,WH-03,330,80,165,0.2
2025-01-13,SKU-1023,WH-03,560,120,244,0.2
2025-01-13,SKU-1024,WH-03,200,50,107,0.2
2025-01-13,SKU-1025,WH-03,212,50,106,0.2
2025-01-13,SKU-1026,WH-03,116,30,66,0.2
2025-01-13,SKU-1027,WH-03,512,120,263,0.2
2025-01-13,SKU-1028,WH-03,0,80,158,0.2
2025-01-13,SKU-1029,WH-03,57,30,54,0.2
2025-01-13,SKU-1030,WH-03,160,30,66,0.2
2025-01-13,SKU-1031,WH-03,271,50,117,0.2
2025-01-13,SKU-1032,WH-03,391,80,179,0.2
2025-01-13,SKU-1033,WH-03,225,50,117,0.2
2025-01-13,SKU-1034,WH-03,244,80,166,0.2
2025-01-13,SKU-1035,WH-03,144,30,68,0.2
2025-01-13,SKU-1036,WH-03,268,50,110,0.2
2025-01-13,SKU-1037,WH-03,155,30,64,0.2
2025-01-13,SKU-1038,WH-03,438,120,285,0.2
2025-01-13,SKU-1039,WH-03,391,120,272,0.2
2025-01-13,SKU-1040,WH-03,495,120,239,0.2
2025-01-13,SKU-1041,WH-03,3,50,111,0.2
2025-01-13,SKU-1042,WH-03,82,30,56,0.2
2025-01-13,SKU-1043,WH-03,181,50,107,0.2
2025-01-13,SKU-1044,WH-03,407,120,276,0.2
2025-01-13,SKU-1045,WH-03,336,120,238,0.2
2025-01-13,SKU-1046,WH-03,3,50,105,0.2
2025-01-13,SKU-1047,WH-03,9,120,246,0.2
2025-01-13,SKU-1048,WH-03,0,120,254,0.2
2025-01-13,SKU-1049,WH-03,3,50,92,0.2
2025-01-13,SKU-1050,WH-03,248,80,164,0.2
2025-01-13,SKU-1051,WH-03,176,50,100,0.2
2025-01-13,SKU-1052,WH-03,180,50,107,0.2
2025-01-13,SKU-1053,WH-03,110,30,56,0.2
2025-01-13,SKU-1054,WH-03,203,50,92,0.2
2025-01-13,SKU-1055,WH-03,362,80,148,0.2
2025-01-13,SKU-1056,WH-03,207,50,113,0.2
2025-01-13,SKU-1057,WH-03,296,80,152,0.2
2025-01-13,SKU-1058,WH-03,173,80,149,0.2
2025-01-13,SKU-1059,WH-03,198,50,96,0.2
2025-01-13,SKU-1000,WH-04,0,50,110,0.2
2025-01-13,SKU-1001,WH-04,0,120,261,0.2
2025-01-13,SKU-1002,WH-04,27,30,62,0.2
2025-01-13,SKU-1003,WH-04,85,120,246,0.2
2025-01-13,SKU-1004,WH-04,314,120,238,0.2
2025-01-13,SKU-1005,WH-04,236,50,112,0.2
2025-01-13,SKU-1006,WH-04,284,80,189,0.2
2025-01-13,SKU-1007,WH-04,80,30,68,0.2
2025-01-13,SKU-1008,WH-04,221,50,98,0.2
2025-01-13,SKU-1009,WH-04,405,80,169,0.2
2025-01-13,SKU-1010,WH-04,151,80,150,0.2
2025-01-13,SKU-1011,WH-04,104,50,91,0.2
2025-01-13,SKU-1012,WH-04,4,50,118,0.2
2025-01-13,SKU-1013,WH-04,99,30,56,0.2
2025-01-13,SKU-1014,WH-04,0,80,183,0.2
2025-01-13,SKU-1015,WH-04,3,30,58,0.2
2025-01-13,SKU-1016,WH-04,216,80,146,0.2
2025-01-13,SKU-1017,WH-04,499,120,244,0.2
2025-01-13,SKU-1018,WH-04,488,120,242,0.2
2025-01-13,SKU-1019,WH-04,221,80,149,0.2
2025-01-13,SKU-1020,WH-04,119,30,61,0.2
2025-01-13,SKU-1021,WH-04,62,30,62,0.2
2025-01-13,SKU-1022,WH-04,180,50,93,0.2
2025-01-13,SKU-1023,WH-04,222,80,146,0.2
2025-01-13,SKU-1024,WH-04,313,80,161,0.2
2025-01-13,SKU-1025,WH-04,298,80,146,0.2
2025-01-13,SKU-1026,WH-04,257,50,119,0.2
2025-01-13,SKU-1027,WH-04,83,30,68,0.2
2025-01-13,SKU-1028,WH-04,28,30,65,0.2
2025-01-13,SKU-1029,WH-04,144,30,63,0.2
2025-01-13,SKU-1030,WH-04,94,30,69,0.2
2025-01-13,SKU-1031,WH-04,201,50,107,0.2
2025-01-13,SKU-1032,WH-04,447,120,276,0.2
2025-01-13,SKU-1033,WH-04,271,80,149,0.2
2025-01-13,SKU-1034,WH-04,216,50,97,0.2
2025-01-13,SKU-1035,WH-04,196,50,110,0.2
2025-01-13,SKU-1036,WH-04,17,30,65,0.2
2025-01-13,SKU-1037,WH-04,167,50,116,0.2
2025-01-13,SKU-1038,WH-04,161,30,65,0.2
2025-01-13,SKU-1039,WH-04,139,30,66,0.2
2025-01-13,SKU-1040,WH-04,532,120,249,0.2
2025-01-13,SKU-1041,WH-04,402,120,220,0.2
2025-01-13,SKU-1042,WH-04,108,50,103,0.2
2025-01-13,SKU-1043,WH-04,227,50,93,0.2
2025-01-13,SKU-1044,WH-04,46,50,100,0.2
2025-01-13,SKU-1045,WH-04,67,30,61,0.2
2025-01-13,SKU-1046,WH-04,336,80,180,0.2
2025-01-13,SKU-1047,WH-04,92,30,57,0.2
2025-01-13,SKU-1048,WH-04,210,50,94,0.2
2025-01-13,SKU-1049,WH-04,158,50,90,0.2
2025-01-13,SKU-1050,WH-04,704,120,283,0.2
2025-01-13,SKU-1051,WH-04,187,50,96,0.2
2025-01-13,SKU-1052,WH-04,96,30,65,0.2
2025-01-13,SKU-1053,WH-04,79,30,62,0.2
2025-01-13,SKU-1054,WH-04,103,120,230,0.2
2025-01-13,SKU-1055,WH-04,316,80,147,0.2
2025-01-13,SKU-1056,WH-04,460,120,252,0.2
2025-01-13,SKU-1057,WH-04,106,30,70,0.2
2025-01-13,SKU-1058,WH-04,328,80,159,0.2
